id,tags,category,region,longitude,latitude,datetime,light,weather,road_conditions,participants_count,participant_categories,severity,dead_count,injured_count,year,month,day,hour
2685304,Дорожно-транспортные происшествия,Столкновение,Санкт-Петербург,30.358765,59.837716,2022-01-12 12:05:00,Светлое время суток,Ясно,Заснеженное,3,Все участники,Легкий,0,2,2022,1,12,12
2840596,Дорожно-транспортные происшествия,Съезд с дороги,Алтайский край,85.640821,52.651552,2023-05-20 15:30:00,Светлое время суток,Ясно,Сухое,2,Все участники,Легкий,0,1,2023,5,20,15
1980641,Дорожно-транспортные происшествия,Наезд на пешехода,Кировская область,49.634641,58.593284,2017-10-02 21:08:00,"В темное время суток, освещение включено",Пасмурно,"Сухое, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Легкий,0,1,2017,10,2,21
2534120,Дорожно-транспортные происшествия,Наезд на пешехода,Республика Татарстан (Татарстан),50.861979,55.414278,2021-01-12 20:34:00,"В темное время суток, освещение отсутствует",Ясно,"Недостатки зимнего содержания, Заснеженное, Отсутствие освещения, Отсутствие тротуаров (пешеходных дорожек)",2,"Пешеходы, Все участники",С погибшими,1,0,2021,1,12,20
1585111,Дорожно-транспортные происшествия,Наезд на пешехода,Белгородская область,37.5389,51.2979,2016-03-04 19:25:00,"В темное время суток, освещение включено",Дождь,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,"Пешеходы, Все участники",Тяжёлый,0,1,2016,3,4,19
1954947,Дорожно-транспортные происшествия,Столкновение,Рязанская область,39.019505,54.238759,2019-08-31 14:10:00,Светлое время суток,Ясно,Сухое,3,Все участники,Тяжёлый,0,2,2019,8,31,14
2558533,Дорожно-транспортные происшествия,Съезд с дороги,Мурманская область,33.411655,68.109206,2021-04-27 20:59:00,Светлое время суток,Ясно,Сухое,1,Все участники,Легкий,0,1,2021,4,27,20
2703111,Дорожно-транспортные происшествия,Наезд на пешехода,Московская область,37.06565,56.080712,2022-04-06 19:30:00,"В темное время суток, освещение включено",Пасмурно,"Иные недостатки, Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,"Пешеходы, Все участники",Тяжёлый,0,1,2022,4,6,19
1683320,Дорожно-транспортные происшествия,Столкновение,Пермский край,56.179167,57.963056,2015-06-14 21:50:00,Светлое время суток,Ясно,Сухое,2,Все участники,Тяжёлый,0,1,2015,6,14,21
1991559,Дорожно-транспортные происшествия,Столкновение,Нижегородская область,43.877914,56.352352,2018-07-17 13:00:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Все участники,Легкий,0,1,2018,7,17,13
1703888,Дорожно-транспортные происшествия,Столкновение,Краснодарский край,40.38327,45.26286,2017-12-08 13:30:00,Светлое время суток,Дождь,Мокрое,3,Все участники,Легкий,0,1,2017,12,8,13
1819449,Дорожно-транспортные происшествия,Столкновение,Оренбургская область,55.132259,51.76954,2019-09-29 00:42:00,"В темное время суток, освещение включено",Ясно,Сухое,4,Все участники,Тяжёлый,0,1,2019,9,29,0
2218933,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Столкновение,Архангельская область,39.445556,64.381667,2015-08-09 19:42:00,Светлое время суток,Пасмурно,Сухое,3,"Дети, Все участники",Легкий,0,2,2015,8,9,19
2254355,Дорожно-транспортные происшествия,Наезд на пешехода,Челябинская область,61.230755,54.607614,2019-10-05 12:30:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,"Пешеходы, Все участники",Легкий,0,1,2019,10,5,12
1936329,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Столкновение,Тверская область,37.405516,56.864325,2018-04-07 14:30:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",4,"Дети, Все участники",Тяжёлый,0,3,2018,4,7,14
1586794,Дорожно-транспортные происшествия,Столкновение,Воронежская область,39.302108,51.436862,2020-04-21 20:30:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,3,Все участники,Тяжёлый,0,2,2020,4,21,20
1775557,Дорожно-транспортные происшествия,Столкновение,Свердловская область,63.4042,57.7353,2016-07-25 09:40:00,Светлое время суток,Ясно,Сухое,4,Все участники,Легкий,0,2,2016,7,25,9
1601226,Дорожно-транспортные происшествия,Столкновение,Воронежская область,39.2286,51.6842,2016-06-01 23:10:00,"В темное время суток, освещение включено",Пасмурно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Все участники,С погибшими,1,0,2016,6,1,23
2242708,Дорожно-транспортные происшествия,Наезд на стоящее ТС,Челябинская область,61.314805,55.17809,2017-04-29 02:20:00,"В темное время суток, освещение включено",Пасмурно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,"Мотоциклисты, Все участники",С погибшими,1,0,2017,4,29,2
2566222,Дорожно-транспортные происшествия,Столкновение,Приморский край,132.248204,43.446158,2021-04-25 21:30:00,"В темное время суток, освещение отсутствует",Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Все участники,Тяжёлый,0,1,2021,4,25,21
2015643,Дорожно-транспортные происшествия,Столкновение,Нижегородская область,43.9213,56.2778,2017-02-19 08:20:00,Светлое время суток,Ясно,"Обработанное противогололедными материалами, Недостатки зимнего содержания",5,Все участники,Легкий,0,2,2017,2,19,8
2124639,Дорожно-транспортные происшествия,Наезд на пешехода,Курская область,36.145081,51.673867,2016-01-29 10:55:00,Светлое время суток,Ясно,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Недостатки зимнего содержания",2,"Пешеходы, Все участники",Легкий,0,1,2016,1,29,10
2557526,Дорожно-транспортные происшествия,Столкновение,Республика Ингушетия,45.021758,43.211901,2021-03-06 22:40:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,4,Все участники,С погибшими,1,3,2021,3,6,22
1563961,Дорожно-транспортные происшествия,Наезд на пешехода,Москва,37.829167,55.812222,2015-12-10 14:30:00,Светлое время суток,Пасмурно,Сухое,2,"Пешеходы, Все участники",Легкий,0,1,2015,12,10,14
1999670,Дорожно-транспортные происшествия,Наезд на пешехода,Нижегородская область,43.987327,56.328804,2018-10-24 18:10:00,"В темное время суток, освещение включено",Пасмурно,Мокрое,3,"Все участники, Пешеходы",Легкий,0,2,2018,10,24,18
2743913,Дорожно-транспортные происшествия,Столкновение,Московская область,38.485258,55.594577,2022-08-29 20:00:00,"В темное время суток, освещение включено",Ясно,Сухое,2,"Мотоциклисты, Все участники",Тяжёлый,0,1,2022,8,29,20
2116622,Дорожно-транспортные происшествия,Наезд на пешехода,Астраханская область,46.957498,47.557972,2018-11-01 05:35:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,2,"Пешеходы, Все участники",С погибшими,1,0,2018,11,1,5
1829566,Дорожно-транспортные происшествия,Столкновение,Республика Дагестан,47.6581,42.7164,2016-09-24 18:10:00,"В темное время суток, освещение отсутствует",Дождь,Мокрое,5,Все участники,С погибшими,2,0,2016,9,24,18
2394827,Дорожно-транспортные происшествия,Наезд на пешехода,Приморский край,132.068388,43.29338,2018-07-23 20:42:00,"В темное время суток, освещение включено",Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,"Пешеходы, Мотоциклисты, Все участники",С погибшими,1,2,2018,7,23,20
1566983,Дорожно-транспортные происшествия,Столкновение,Москва,37.850668,55.744561,2019-08-09 20:40:00,Светлое время суток,Пасмурно,Сухое,5,Все участники,Легкий,0,1,2019,8,9,20
2059475,Дорожно-транспортные происшествия,Наезд на препятствие,Амурская область,128.1189,51.3192,2016-10-09 11:35:00,Светлое время суток,Пасмурно,Сухое,2,Все участники,Легкий,0,1,2016,10,9,11
2731617,Дорожно-транспортные происшествия,Падение пассажира,Республика Бурятия,107.43556,51.039073,2022-07-17 11:00:00,Светлое время суток,Ясно,Сухое,2,Все участники,С погибшими,1,0,2022,7,17,11
2019200,"Дорожно-транспортные происшествия, ДТП и пострадавшие пешеходы, из-за наезда на пешеходов, на пешеходных переходах, по вине пешеходов, ДТП и пострадавшие дети в возрасте до 16 лет",Наезд на пешехода,Магаданская область,150.8014,59.5607,2018-05-15 13:29:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,"Пешеходы, Дети, Все участники",Легкий,0,1,2018,5,15,13
1960841,Дорожно-транспортные происшествия,Наезд на велосипедиста,Рязанская область,41.20924,54.55501,2016-06-28 22:20:00,"В темное время суток, освещение включено",Ясно,Сухое,3,"Велосипедисты, Все участники",Легкий,0,1,2016,6,28,22
1554272,Дорожно-транспортные происшествия,Наезд на стоящее ТС,Москва,37.716,55.7965,2017-09-19 19:30:00,"В темное время суток, освещение включено",Ясно,Сухое,2,Все участники,Легкий,0,1,2017,9,19,19
2737953,Дорожно-транспортные происшествия,Столкновение,Саратовская область,45.99746,51.568314,2022-08-26 09:45:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость вертикальной разметки",3,Все участники,Тяжёлый,0,1,2022,8,26,9
2402446,Дорожно-транспортные происшествия,Наезд на пешехода,Республика Саха (Якутия),129.0,62.0,2015-12-28 19:10:00,"В темное время суток, освещение отсутствует","Туман, Температура ниже -30С","Сухое, Отсутствие освещения",2,"Пешеходы, Все участники",Легкий,0,1,2015,12,28,19
2959638,Дорожно-транспортные происшествия,Столкновение,Краснодарский край,39.17834,44.144638,2024-04-10 08:22:00,Светлое время суток,Ясно,"Сухое, Отсутствие дорожных знаков в необходимых местах",5,Все участники,Тяжёлый,0,3,2024,4,10,8
1759272,Дорожно-транспортные происшествия,Опрокидывание,Саратовская область,45.4132,51.2942,2016-09-03 12:05:00,Светлое время суток,Ясно,Сухое,2,Все участники,Тяжёлый,0,2,2016,9,3,12
1957127,Дорожно-транспортные происшествия,Наезд на пешехода,Рязанская область,39.761559,54.610172,2017-12-27 08:20:00,Светлое время суток,Пасмурно,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Легкий,0,1,2017,12,27,8
2441864,Дорожно-транспортные происшествия,Столкновение,Ростовская область,42.2,47.5,2015-10-03 14:20:00,Светлое время суток,Ясно,Сухое,3,Все участники,Легкий,0,1,2015,10,3,14
1571205,Дорожно-транспортные происшествия,Столкновение,Москва,37.863,55.458,2017-10-11 19:20:00,"В темное время суток, освещение включено",Ясно,Сухое,3,Все участники,Тяжёлый,0,1,2017,10,11,19
1609454,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Наезд на пешехода,Смоленская область,32.098328,54.762113,2019-11-23 10:35:00,Светлое время суток,Ясно,Сухое,2,"Пешеходы, Дети, Все участники",Легкий,0,1,2019,11,23,10
1566833,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Наезд на пешехода,Москва,37.664094,55.591067,2019-08-26 13:15:00,Светлое время суток,Ясно,Сухое,3,"Пешеходы, Дети, Все участники",Тяжёлый,0,2,2019,8,26,13
1675346,Дорожно-транспортные происшествия,Столкновение,Пермский край,56.2384,57.93069,2016-06-04 12:00:00,Светлое время суток,Ясно,"Сужение проезжей части, наличие препятствий, затрудняющих движение транспортных средств, Сухое",2,Все участники,Легкий,0,2,2016,6,4,12
1547823,Дорожно-транспортные происшествия,Наезд на пешехода,Москва,37.610556,55.653056,2015-02-04 18:05:00,"В темное время суток, освещение включено",Пасмурно,"Обработанное противогололедными материалами, Отсутствие дорожных знаков в необходимых местах, Неправильное применение, плохая видимость дорожных знаков",2,"Пешеходы, Все участники",Легкий,0,1,2015,2,4,18
2540434,Дорожно-транспортные происшествия,Столкновение,Ростовская область,39.6136,47.2222,2021-01-08 01:30:00,"В темное время суток, освещение включено",Дождь,Мокрое,5,Все участники,Тяжёлый,0,3,2021,1,8,1
1751692,Дорожно-транспортные происшествия,Столкновение,Саратовская область,45.851944,51.627778,2015-09-13 19:45:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,4,Все участники,Тяжёлый,0,2,2015,9,13,19
2511972,Дорожно-транспортные происшествия,Съезд с дороги,Нижегородская область,46.757813,57.49452,2020-11-11 08:10:00,Светлое время суток,Ясно,Гололедица,1,Все участники,Легкий,0,1,2020,11,11,8
1985849,Дорожно-транспортные происшествия,Падение пассажира,Кировская область,49.638333,58.603056,2015-05-29 06:45:00,Светлое время суток,Ясно,Сухое,2,"Общ. транспорт, Все участники",Легкий,0,1,2015,5,29,6
1541737,Дорожно-транспортные происшествия,Наезд на пешехода,Москва,37.594239,55.641788,2018-06-08 20:00:00,Светлое время суток,Пасмурно,Мокрое,2,"Пешеходы, Все участники",Легкий,0,1,2018,6,8,20
2513979,Дорожно-транспортные происшествия,Столкновение,Московская область,37.414026,56.048099,2020-11-07 09:40:00,Светлое время суток,Пасмурно,Мокрое,2,"Мотоциклисты, Все участники",Легкий,0,1,2020,11,7,9
2330943,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Наезд на велосипедиста,Хабаровский край,135.0678,48.6011,2016-06-30 20:10:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Ограничение видимости",2,"Велосипедисты, Дети, Все участники",Легкий,0,1,2016,6,30,20
2077136,Дорожно-транспортные происшествия,Столкновение,Республика Крым,33.855566,44.755683,2016-06-29 11:05:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,Все участники,Легкий,0,1,2016,6,29,11
2524729,Дорожно-транспортные происшествия,Столкновение,Нижегородская область,43.90892,56.262804,2020-12-08 06:00:00,"В темное время суток, освещение включено",Ясно,Гололедица,2,Все участники,Легкий,0,1,2020,12,8,6
2213832,Дорожно-транспортные происшествия,Наезд на пешехода,Удмуртская Республика,53.1136,56.8472,2016-11-20 12:25:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Легкий,0,1,2016,11,20,12
2600362,Дорожно-транспортные происшествия,Наезд на пешехода,Приморский край,132.066307,43.27569,2021-07-24 00:15:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,2,"Пешеходы, Все участники",Тяжёлый,0,1,2021,7,24,0
2977010,Дорожно-транспортные происшествия,Наезд на пешехода,Алтайский край,83.620597,53.307573,2024-05-01 16:35:00,Светлое время суток,Пасмурно,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неправильное применение, плохая видимость дорожных знаков",2,"Пешеходы, Все участники",Легкий,0,1,2024,5,1,16
1757464,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Столкновение,Саратовская область,46.101944,51.200833,2015-11-07 12:20:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,"Мотоциклисты, Дети, Все участники",Тяжёлый,0,1,2015,11,7,12
2833975,Дорожно-транспортные происшествия,Наезд на пешехода,Свердловская область,60.706501,56.758163,2023-05-26 19:55:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неправильное применение, плохая видимость дорожных знаков",3,"Пешеходы, Все участники",Легкий,0,2,2023,5,26,19
2537608,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Столкновение,Московская область,37.975756,55.921141,2021-01-16 17:35:00,"В темное время суток, освещение включено",Снегопад,"Недостатки зимнего содержания, Заснеженное",4,"Дети, Все участники",Легкий,0,3,2021,1,16,17
2213218,Дорожно-транспортные происшествия,Столкновение,Удмуртская Республика,52.371268,56.4508,2019-05-06 11:45:00,Светлое время суток,Ясно,Сухое,3,Все участники,Легкий,0,2,2019,5,6,11
2250009,Дорожно-транспортные происшествия,Падение пассажира,Челябинская область,58.97,53.358889,2015-07-23 16:00:00,Светлое время суток,Ясно,Сухое,2,Все участники,Легкий,0,1,2015,7,23,16
2541260,Дорожно-транспортные происшествия,Столкновение,Республика Башкортостан,56.059842,54.790776,2021-02-27 14:42:00,Светлое время суток,Снегопад,"Недостатки зимнего содержания, Загрязненное",3,Все участники,Тяжёлый,0,1,2021,2,27,14
1847110,Дорожно-транспортные происшествия,Опрокидывание,Республика Татарстан (Татарстан),49.953162,55.300581,2019-06-22 19:30:00,Светлое время суток,Ясно,"Сухое, Отсутствие дорожных знаков в необходимых местах",2,Все участники,С погибшими,1,0,2019,6,22,19
1551190,Дорожно-транспортные происшествия,Наезд на пешехода,Москва,37.716118,55.662258,2019-05-28 13:20:00,Светлое время суток,Ясно,"Сухое, Неправильное применение, плохая видимость дорожных знаков",2,"Пешеходы, Все участники",Легкий,0,1,2019,5,28,13
2575127,Дорожно-транспортные происшествия,Столкновение,Москва,37.742318,55.820917,2021-05-23 19:17:00,Светлое время суток,Ясно,Сухое,3,Все участники,Легкий,0,1,2021,5,23,19
1576696,Дорожно-транспортные происшествия,Наезд на препятствие,Москва,37.236376,55.996785,2016-09-16 18:50:00,"В темное время суток, освещение включено",Пасмурно,Мокрое,2,Все участники,Тяжёлый,0,1,2016,9,16,18
2867543,Дорожно-транспортные происшествия,Столкновение,Республика Ингушетия,44.861974,43.276877,2023-07-21 00:05:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,2,Все участники,Тяжёлый,0,1,2023,7,21,0
2283445,Дорожно-транспортные происшествия,Столкновение,Республика Бурятия,107.6014,51.7931,2016-09-20 11:45:00,Светлое время суток,Ясно,Сухое,3,Все участники,Легкий,0,1,2016,9,20,11
1658684,Дорожно-транспортные происшествия,Съезд с дороги,Республика Карелия,34.413214,61.84967,2018-08-12 19:00:00,Светлое время суток,Пасмурно,Мокрое,2,Все участники,Тяжёлый,0,1,2018,8,12,19
2688379,Дорожно-транспортные происшествия,Столкновение,Москва,37.598112,55.68442,2022-01-13 09:40:00,Светлое время суток,Пасмурно,Обработанное противогололедными материалами,4,"Пешеходы, Все участники",Легкий,0,2,2022,1,13,9
2827751,Дорожно-транспортные происшествия,Наезд на пешехода,Алтайский край,81.202644,51.510759,2023-04-15 08:30:00,Светлое время суток,Пасмурно,"Недостатки зимнего содержания, Гололедица",2,"Пешеходы, Все участники",Легкий,0,1,2023,4,15,8
2815354,Дорожно-транспортные происшествия,Столкновение,Ханты-Мансийский автономный округ - Югра,69.07039,61.01363,2023-04-23 19:50:00,Светлое время суток,Ясно,Сухое,2,"Мотоциклисты, Все участники",Легкий,0,1,2023,4,23,19
1665468,Дорожно-транспортные происшествия,Наезд на препятствие,Пермский край,56.325016,58.040426,2018-07-20 01:00:00,"В темное время суток, освещение включено",Ясно,Сухое,3,Все участники,Легкий,0,2,2018,7,20,1
2039868,Дорожно-транспортные происшествия,Столкновение,Омская область,73.023333,54.025833,2015-05-31 15:00:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Дефекты покрытия, Неудовлетворительное состояние обочин",2,Все участники,Легкий,0,1,2015,5,31,15
2779055,Дорожно-транспортные происшествия,Столкновение,Рязанская область,41.893315,54.035703,2022-11-18 18:20:00,"В темное время суток, освещение отсутствует",Снегопад,Заснеженное,3,Все участники,Легкий,0,1,2022,11,18,18
2148171,Дорожно-транспортные происшествия,Опрокидывание,Московская область,38.2139,55.454,2016-06-14 20:20:00,Светлое время суток,Ясно,Сухое,1,"Мотоциклисты, Все участники",Тяжёлый,0,1,2016,6,14,20
2769961,Дорожно-транспортные происшествия,Наезд на пешехода,Республика Мордовия,44.406695,54.037543,2022-10-29 21:30:00,"В темное время суток, освещение отсутствует",Пасмурно,Мокрое,2,"Пешеходы, Все участники",Тяжёлый,0,1,2022,10,29,21
2645518,Дорожно-транспортные происшествия,Наезд на пешехода,Республика Калмыкия,44.298238,46.310582,2021-11-01 13:00:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,"Пешеходы, Все участники",Легкий,0,1,2021,11,1,13
1973425,Дорожно-транспортные происшествия,Наезд на пешехода,Чувашская Республика - Чувашия,47.2059,56.0759,2016-02-09 02:07:00,"В темное время суток, освещение включено",Пасмурно,"Сухое, Отсутствие пешеходных ограждений в необходимых местах",2,"Пешеходы, Все участники",Тяжёлый,0,1,2016,2,9,2
1662786,Дорожно-транспортные происшествия,Столкновение,Мурманская область,32.8578,67.9278,2016-09-16 17:00:00,Светлое время суток,Дождь,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Все участники,Легкий,0,1,2016,9,16,17
1588916,Дорожно-транспортные происшествия,Наезд на пешехода,Воронежская область,39.557498,50.204223,2019-12-22 08:05:00,Светлое время суток,Дождь,Мокрое,2,"Пешеходы, Все участники",Легкий,0,1,2019,12,22,8
2722958,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Наезд на стоящее ТС,Пермский край,55.536532,58.021419,2022-07-03 11:10:00,Светлое время суток,Ясно,Сухое,5,"Дети, Все участники",Легкий,0,2,2022,7,3,11
2818187,Дорожно-транспортные происшествия,Наезд на пешехода,Оренбургская область,55.130757,51.834392,2023-03-14 10:05:00,Светлое время суток,Ясно,"Отсутствие элементов обустройства остановочного пункта общественного пассажирского транспорта, Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Легкий,0,1,2023,3,14,10
2037786,Дорожно-транспортные происшествия,Наезд на пешехода,Новосибирская область,82.9647,55.0475,2017-12-28 12:20:00,Светлое время суток,Пасмурно,"Недостатки зимнего содержания, Со снежным накатом",2,"Пешеходы, Все участники",Тяжёлый,0,1,2017,12,28,12
1882018,Дорожно-транспортные происшествия,Столкновение,Ленинградская область,28.716931,60.542604,2018-10-02 08:35:00,Светлое время суток,Пасмурно,Мокрое,2,Все участники,Тяжёлый,0,1,2018,10,2,8
1891878,Дорожно-транспортные происшествия,Столкновение,Ленинградская область,29.0,60.0,2015-02-06 19:15:00,"В темное время суток, освещение не включено",Пасмурно,Заснеженное,4,Все участники,Тяжёлый,0,4,2015,2,6,19
2362241,Дорожно-транспортные происшествия,Столкновение,Красноярский край,92.770958,56.005292,2019-03-02 06:10:00,"В темное время суток, освещение включено",Ясно,Сухое,2,Все участники,Легкий,0,1,2019,3,2,6
2640364,Дорожно-транспортные происшествия,Столкновение,Республика Мордовия,45.056562,54.214852,2021-10-26 09:40:00,Светлое время суток,Ясно,Сухое,2,Все участники,С погибшими,1,1,2021,10,26,9
2142535,Дорожно-транспортные происшествия,Столкновение,Московская область,39.267778,55.279444,2015-08-03 21:29:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,3,Все участники,Тяжёлый,0,2,2015,8,3,21
1851439,Дорожно-транспортные происшествия,Опрокидывание,Республика Татарстан (Татарстан),52.026529,55.791776,2019-09-19 06:02:00,Светлое время суток,Ясно,Сухое,1,Все участники,Легкий,0,1,2019,9,19,6
2035702,Дорожно-транспортные происшествия,Наезд на пешехода,Новосибирская область,82.9361,55.0289,2018-02-26 23:00:00,"В темное время суток, освещение включено",Ясно,Сухое,2,"Пешеходы, Все участники",Легкий,0,1,2018,2,26,23
2767485,Дорожно-транспортные происшествия,Столкновение,Новосибирская область,83.096992,54.857275,2022-10-26 20:00:00,"В темное время суток, освещение включено",Пасмурно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Все участники,Легкий,0,1,2022,10,26,20
2961909,Дорожно-транспортные происшествия,Наезд на пешехода,Москва,37.473217,55.864632,2024-04-15 14:58:00,Светлое время суток,Ясно,Сухое,2,"Пешеходы, Все участники",Легкий,0,1,2024,4,15,14
2192109,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Столкновение,Ставропольский край,42.905688,45.723229,2020-03-22 03:20:00,"В темное время суток, освещение не включено",Ясно,"Неисправное освещение, Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие дорожных знаков в необходимых местах",7,"Дети, Все участники",С погибшими,2,5,2020,3,22,3
2847494,Дорожно-транспортные происшествия,Столкновение,Рязанская область,40.153729,53.404248,2023-06-23 19:00:00,Светлое время суток,Ясно,Сухое,4,Все участники,С погибшими,1,2,2023,6,23,19
2860603,Дорожно-транспортные происшествия,Наезд на велосипедиста,Москва,37.559402,55.768486,2023-07-25 12:30:00,Светлое время суток,Ясно,Сухое,2,"Велосипедисты, Все участники",Легкий,0,1,2023,7,25,12
1677560,Дорожно-транспортные происшествия,Столкновение,Пермский край,55.593779,56.39691,2016-04-30 15:30:00,Светлое время суток,Ясно,Сухое,3,Все участники,Легкий,0,2,2016,4,30,15
1851744,Дорожно-транспортные происшествия,Столкновение,Республика Татарстан (Татарстан),49.112567,55.792874,2019-09-10 20:40:00,"В темное время суток, освещение включено",Пасмурно,Сухое,3,Все участники,Легкий,0,1,2019,9,10,20
1774336,Дорожно-транспортные происшествия,Наезд на пешехода,Свердловская область,60.519476,56.979403,2019-01-20 18:05:00,"В темное время суток, освещение отсутствует",Снегопад,Заснеженное,4,"Пешеходы, Все участники",С погибшими,1,0,2019,1,20,18
1829765,Дорожно-транспортные происшествия,Столкновение,Республика Дагестан,46.858771,43.302828,2019-09-20 10:00:00,Светлое время суток,Ясно,Сухое,2,Все участники,Легкий,0,1,2019,9,20,10
2949606,Дорожно-транспортные происшествия,Съезд с дороги,Омская область,72.546329,55.051261,2023-09-16 23:30:00,"В темное время суток, освещение отсутствует",Ясно,Сухое,1,Все участники,Легкий,0,1,2023,9,16,23
1920731,Дорожно-транспортные происшествия,Столкновение,Санкт-Петербург,30.4728,60.0117,2017-05-15 14:40:00,Светлое время суток,Пасмурно,Сухое,2,Все участники,С погибшими,1,0,2017,5,15,14
2594130,Дорожно-транспортные происшествия,Столкновение,Самарская область,50.206811,53.240205,2021-07-08 08:40:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,Все участники,Легкий,0,1,2021,7,8,8
1657579,Дорожно-транспортные происшествия,Наезд на пешехода,Республика Карелия,34.29043,61.809021,2017-11-09 07:36:00,"В темное время суток, освещение включено",Пасмурно,Мокрое,2,"Пешеходы, Все участники",Тяжёлый,0,1,2017,11,9,7
1600955,Дорожно-транспортные происшествия,Столкновение,Воронежская область,39.5356,50.1858,2016-03-05 17:30:00,Светлое время суток,Ясно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,"Мотоциклисты, Все участники",Тяжёлый,0,1,2016,3,5,17
2368181,Дорожно-транспортные происшествия,Столкновение,Красноярский край,93.0447,56.003133,2017-02-03 16:20:00,Сумерки,Ясно,"Неисправное освещение, Недостатки зимнего содержания, Со снежным накатом",5,Все участники,Легкий,0,2,2017,2,3,16
2355684,Дорожно-транспортные происшествия,Столкновение,Красноярский край,91.8044,53.8914,2016-12-17 11:00:00,Светлое время суток,Ясно,Сухое,2,Все участники,Тяжёлый,0,2,2016,12,17,11
2284782,Дорожно-транспортные происшествия,Столкновение,Республика Бурятия,106.091988,51.860393,2019-12-17 14:20:00,Светлое время суток,Снегопад,Заснеженное,4,Все участники,Тяжёлый,0,2,2019,12,17,14
1743885,Дорожно-транспортные происшествия,Наезд на пешехода,Пензенская область,44.974,53.164,2016-05-20 08:40:00,Светлое время суток,Дождь,"Мокрое, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Легкий,0,1,2016,5,20,8
